participant_id,group,question_id,question,answer,icon,vibration,duration,font,color,score
EC5,experiment,Q03,what_was_the_message_from_mary,NA,0,0,0,1,0,0
EC5,experiment,Q04,what_item_did_you_order_from_amazon,Monitor,0,0,1,1,0,1
EC5,experiment,Q05,what_was_the_number_of_missed_calls,3,1,1,1,0,0,1
EC5,experiment,Q06,what_was_the_sport_for_the_score_update,Football,1,1,1,0,1,1
EC5,experiment,Q07,what_was_the_score_in_the_game,16-16,1,1,1,0,1,1
EC5,control,Q08,what_day_and_time_was_lecture,Tuesday,NA,NA,NA,NA,NA,0
EC5,control,Q09,what_place_was_lecture,?,NA,NA,NA,NA,NA,0
EC5,control,Q10,what_was_the_subject_of_the_email_from_susan,?,NA,NA,NA,NA,NA,0
EC5,control,Q11,what_restaurant_did_you_order_from_via_door_dash,Chipotle,NA,NA,NA,NA,NA,0
EC5,control,Q12,what_was_the_remaining_battery_power,5%,NA,NA,NA,NA,NA,1
EC5,control,Q13,what_was_the_weather_in_chicago,Partly Cloudy,NA,NA,NA,NA,NA,1
EC5,control,Q14,what_was_the_temperature_in_chicago,60,NA,NA,NA,NA,NA,0
EC6,experiment,Q01,what_day_and_time_was_dinner,7pm Wednesday,0,1,0,1,0,0
EC6,experiment,Q02,what_place_was_dinner,Orville’s,0,1,0,1,0,0
EC6,experiment,Q03,what_was_the_message_from_mary,I’m here,0,0,0,1,1,1
EC6,experiment,Q04,what_item_did_you_order_from_amazon,Monitor,1,0,1,1,0,1
EC6,experiment,Q05,what_was_the_number_of_missed_calls,3,1,0,1,0,0,1
EC6,experiment,Q06,what_was_the_sport_for_the_score_update,Football,0,1,1,0,0,1
EC6,experiment,Q07,what_was_the_score_in_the_game,12-Dec,0,1,1,0,0,0
EC6,control,Q08,what_day_and_time_was_lecture,Wednesday at 9am,NA,NA,NA,NA,NA,0
